GO_ID,Description,Category,Count,Bg_Count,GeneRatio,BgRatio,RichFactor,P_value,Gene_List,FDR
GO:0030117,membrane coat,CC,3,10,3/1038,10/6466,0.3,0.207731799,TGAM01_v203358;TGAM01_v207834;TGAM01_v208457,0.522911081
GO:0032977,membrane insertase activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v204237,0.528145699
GO:0046872,metal ion binding,MF,12,87,12/1038,87/6466,0.137931034,0.760945987,TGAM01_v200778;TGAM01_v202007;TGAM01_v203895;TGAM01_v204351;TGAM01_v205015;TGAM01_v205045;TGAM01_v205604;TGAM01_v206385;TGAM01_v206503;TGAM01_v210396;TGAM01_v210577;TGAM01_v210678,0.823503541
GO:0046873,metal ion transmembrane transporter activity,MF,4,16,4/1038,16/6466,0.25,0.247808768,TGAM01_v200529;TGAM01_v201289;TGAM01_v205800;TGAM01_v210354,0.528145699
GO:0030001,metal ion transport,BP,4,17,4/1038,17/6466,0.235294118,0.286079961,TGAM01_v200529;TGAM01_v201289;TGAM01_v205800;TGAM01_v210354,0.528145699
GO:0070006,metalloaminopeptidase activity,MF,2,8,2/1038,8/6466,0.25,0.376112745,TGAM01_v208509;TGAM01_v209961,0.588877171
GO:0070573,metallodipeptidase activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v200728,0.528145699
GO:0004222,metalloendopeptidase activity,MF,2,19,2/1038,19/6466,0.105263158,0.833694173,TGAM01_v203600;TGAM01_v207015,0.877400289
GO:0008235,metalloexopeptidase activity,MF,2,10,2/1038,10/6466,0.2,0.49397354,TGAM01_v200278;TGAM01_v201367,0.647903765
GO:0008237,metallopeptidase activity,MF,4,27,4/1038,27/6466,0.148148148,0.650363942,TGAM01_v202056;TGAM01_v203600;TGAM01_v203971;TGAM01_v204922,0.747127675
GO:0032259,methylation,BP,1,10,1/1038,10/6466,0.1,0.82643475,TGAM01_v209304,0.870901712
GO:0004491,"methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity",MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v207470,0.588877171
GO:0008168,methyltransferase activity,MF,7,50,7/1038,50/6466,0.14,0.71244889,TGAM01_v202920;TGAM01_v203556;TGAM01_v204879;TGAM01_v205292;TGAM01_v205328;TGAM01_v209304;TGAM01_v209791,0.792377366
GO:0005874,microtubule,CC,2,5,2/1038,5/6466,0.4,0.184448128,TGAM01_v201547;TGAM01_v208260,0.468708376
GO:0008017,microtubule binding,MF,2,14,2/1038,14/6466,0.142857143,0.682921742,TGAM01_v209074;TGAM01_v210254,0.776750933
GO:0000226,microtubule cytoskeleton organization,BP,3,6,3/1038,6/6466,0.5,0.056436661,TGAM01_v201067;TGAM01_v201804;TGAM01_v201837,0.449154031
GO:1990939,microtubule motor activity,MF,2,10,2/1038,10/6466,0.2,0.49397354,TGAM01_v209074;TGAM01_v210254,0.647903765
GO:0003777,microtubule motor activity,MF,1,9,1/1038,9/6466,0.111111111,0.793188629,TGAM01_v210254,0.84473537
GO:0007020,microtubule nucleation,BP,3,6,3/1038,6/6466,0.5,0.056436661,TGAM01_v201067;TGAM01_v201804;TGAM01_v201837,0.449154031
GO:0005815,microtubule organizing center,CC,3,8,3/1038,8/6466,0.375,0.123434188,TGAM01_v201067;TGAM01_v201804;TGAM01_v201837,0.449154031
GO:0007018,microtubule-based movement,BP,3,12,3/1038,12/6466,0.25,0.300804486,TGAM01_v207471;TGAM01_v209074;TGAM01_v210254,0.53439381
GO:0007017,microtubule-based process,BP,3,7,3/1038,7/6466,0.428571429,0.087230751,TGAM01_v201547;TGAM01_v208260;TGAM01_v209513,0.449154031
GO:0008569,minus-end-directed microtubule motor activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v207471,0.449154031
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",BP,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v207004,0.647903765
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v204912,0.449154031
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",BP,1,5,1/1038,5/6466,0.2,0.583234091,TGAM01_v205602,0.709601478
GO:0140053,mitochondrial gene expression,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v209680,0.449154031
GO:0005743,mitochondrial inner membrane,CC,3,16,3/1038,16/6466,0.1875,0.486310407,TGAM01_v202835;TGAM01_v207004;TGAM01_v207749,0.647903765
GO:0005758,mitochondrial intermembrane space,CC,2,6,2/1038,6/6466,0.333333333,0.248453861,TGAM01_v202657;TGAM01_v205799,0.528145699
GO:0005741,mitochondrial outer membrane,CC,2,5,2/1038,5/6466,0.4,0.184448128,TGAM01_v200557;TGAM01_v204236,0.468708376
GO:1990547,mitochondrial phosphate ion transmembrane transport,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v209519,0.588877171
GO:0032981,mitochondrial respiratory chain complex I assembly,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v203116,0.528145699
GO:0005761,mitochondrial ribosome,CC,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v201816,0.449154031
GO:0005763,mitochondrial small ribosomal subunit,CC,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v210151,0.528145699
GO:0032543,mitochondrial translation,BP,2,6,2/1038,6/6466,0.333333333,0.248453861,TGAM01_v204579;TGAM01_v210151,0.528145699
GO:0005739,mitochondrion,CC,5,22,5/1038,22/6466,0.227272727,0.27167043,TGAM01_v202837;TGAM01_v203787;TGAM01_v204173;TGAM01_v205390;TGAM01_v206938,0.528145699
GO:0000278,mitotic cell cycle,BP,2,4,2/1038,4/6466,0.5,0.123465117,TGAM01_v200243;TGAM01_v210411,0.449154031
GO:0007076,mitotic chromosome condensation,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v200243,0.588877171
GO:0031571,mitotic G1 DNA damage checkpoint signaling,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200365,0.449154031
GO:0007095,mitotic G2 DNA damage checkpoint signaling,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v202931,0.449154031
GO:0007064,mitotic sister chromatid cohesion,BP,2,5,2/1038,5/6466,0.4,0.184448128,TGAM01_v206999;TGAM01_v207924,0.468708376
GO:0072686,mitotic spindle,CC,1,5,1/1038,5/6466,0.2,0.583234091,TGAM01_v210411,0.709601478
GO:0030151,molybdenum ion binding,MF,1,8,1/1038,8/6466,0.125,0.75358158,TGAM01_v200336,0.81773785
GO:0006777,Mo-molybdopterin cofactor biosynthetic process,BP,1,6,1/1038,6/6466,0.166666667,0.650190137,TGAM01_v209515,0.747127675
GO:0035658,Mon1-Ccz1 complex,CC,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v202769,0.449154031
GO:0006820,monoatomic anion transport,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v207016,0.449154031
GO:0008324,monoatomic cation transmembrane transporter activity,MF,7,13,7/1038,13/6466,0.538461538,0.001891173,TGAM01_v200162;TGAM01_v200450;TGAM01_v204836;TGAM01_v204896;TGAM01_v205099;TGAM01_v205830;TGAM01_v208749,0.449154031
GO:0006812,monoatomic cation transport,BP,9,25,9/1038,25/6466,0.36,0.012226213,TGAM01_v200162;TGAM01_v200450;TGAM01_v204831;TGAM01_v204836;TGAM01_v204896;TGAM01_v205099;TGAM01_v205830;TGAM01_v208749;TGAM01_v208947,0.449154031
GO:0005216,monoatomic ion channel activity,MF,3,6,3/1038,6/6466,0.5,0.056436661,TGAM01_v203060;TGAM01_v203985;TGAM01_v211074,0.449154031
GO:0006811,monoatomic ion transport,BP,3,9,3/1038,9/6466,0.333333333,0.163969181,TGAM01_v203060;TGAM01_v203985;TGAM01_v211074,0.454025008
GO:0004497,monooxygenase activity,MF,12,72,12/1038,72/6466,0.166666667,0.493078085,TGAM01_v200186;TGAM01_v200286;TGAM01_v202425;TGAM01_v202640;TGAM01_v203992;TGAM01_v205457;TGAM01_v206454;TGAM01_v206456;TGAM01_v206837;TGAM01_v207287;TGAM01_v209046;TGAM01_v210376,0.647903765
GO:0034457,Mpp10 complex,CC,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v205046,0.449154031
GO:0030870,Mre11 complex,CC,2,3,2/1038,3/6466,0.666666667,0.068995127,TGAM01_v202931;TGAM01_v208181,0.449154031
GO:0031124,mRNA 3'-end processing,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v208946,0.528145699
GO:0031533,mRNA capping enzyme complex,CC,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v203080,0.449154031
GO:0006402,mRNA catabolic process,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v205519,0.449154031
GO:0045292,"mRNA cis splicing, via spliceosome",BP,3,8,3/1038,8/6466,0.375,0.123434188,TGAM01_v202311;TGAM01_v202801;TGAM01_v205164,0.449154031
GO:0005847,mRNA cleavage and polyadenylation specificity factor complex,CC,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200786,0.449154031
GO:0005849,mRNA cleavage factor complex,CC,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v208946,0.588877171
GO:0006406,mRNA export from nucleus,BP,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v208899,0.647903765
GO:0004484,mRNA guanylyltransferase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v203080,0.449154031
GO:0006397,mRNA processing,BP,1,20,1/1038,20/6466,0.05,0.969964353,TGAM01_v208899,0.975197037
GO:0000398,"mRNA splicing, via spliceosome",BP,6,31,6/1038,31/6466,0.193548387,0.379002216,TGAM01_v204834;TGAM01_v205708;TGAM01_v205969;TGAM01_v207061;TGAM01_v209790;TGAM01_v210945,0.588877171
GO:0004499,"N,N-dimethylaniline monooxygenase activity",MF,3,19,3/1038,19/6466,0.157894737,0.608594376,TGAM01_v200187;TGAM01_v204084;TGAM01_v204623,0.733785712
GO:0003942,N-acetyl-gamma-glutamyl-phosphate reductase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v207335,0.449154031
GO:0000225,N-acetylglucosaminylphosphatidylinositol deacetylase activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v205913,0.528145699
GO:0008080,N-acetyltransferase activity,MF,5,54,5/1038,54/6466,0.092592593,0.948716679,TGAM01_v200755;TGAM01_v202034;TGAM01_v202303;TGAM01_v207920;TGAM01_v208089,0.96068032
GO:0017040,N-acylsphingosine amidohydrolase activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v203292,0.528145699
GO:0051287,NAD binding,MF,3,33,3/1038,33/6466,0.090909091,0.917870841,TGAM01_v204021;TGAM01_v207335;TGAM01_v207487,0.938611101
GO:0070403,NAD+ binding,MF,5,10,5/1038,10/6466,0.5,0.013125897,TGAM01_v204838;TGAM01_v205481;TGAM01_v207018;TGAM01_v208805;TGAM01_v209713,0.449154031
GO:0003951,NAD+ kinase activity,MF,3,4,3/1038,4/6466,0.75,0.014525138,TGAM01_v200632;TGAM01_v203367;TGAM01_v206182,0.449154031
GO:0019674,NAD+ metabolic process,BP,2,3,2/1038,3/6466,0.666666667,0.068995127,TGAM01_v200632;TGAM01_v206182,0.449154031
GO:0003950,NAD+ poly-ADP-ribosyltransferase activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v204997,0.528145699
GO:0008137,NADH dehydrogenase (ubiquinone) activity,MF,1,5,1/1038,5/6466,0.2,0.583234091,TGAM01_v207605,0.709601478
GO:0050661,NADP binding,MF,4,35,4/1038,35/6466,0.114285714,0.836104816,TGAM01_v200187;TGAM01_v204021;TGAM01_v204084;TGAM01_v204623,0.87878556
GO:0006741,NADP+ biosynthetic process,BP,2,3,2/1038,3/6466,0.666666667,0.068995127,TGAM01_v200632;TGAM01_v206182,0.449154031
GO:0003958,NADPH-hemoprotein reductase activity,MF,2,4,2/1038,4/6466,0.5,0.123465117,TGAM01_v205457;TGAM01_v209046,0.449154031
GO:0006491,N-glycan processing,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v209141,0.449154031
GO:0016151,nickel cation binding,MF,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v200169,0.647903765
GO:0008941,nitric oxide dioxygenase NAD(P)H activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v206725,0.528145699
GO:0018580,nitronate monooxygenase activity,MF,1,6,1/1038,6/6466,0.166666667,0.650190137,TGAM01_v207746,0.747127675
GO:0035267,NuA4 histone acetyltransferase complex,CC,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v210605,0.647903765
GO:0000228,nuclear chromosome,CC,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v205563,0.528145699
GO:0005664,nuclear origin of replication recognition complex,CC,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v209545,0.528145699
GO:0005643,nuclear pore,CC,3,9,3/1038,9/6466,0.333333333,0.163969181,TGAM01_v204822;TGAM01_v204913;TGAM01_v208886,0.454025008
GO:0071630,nuclear protein quality control by the ubiquitin-proteasome system,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v208627,0.449154031
GO:0000956,nuclear-transcribed mRNA catabolic process,BP,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v210945,0.647903765
GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200983,0.449154031
GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",BP,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v211150,0.647903765
GO:0004518,nuclease activity,MF,2,14,2/1038,14/6466,0.142857143,0.682921742,TGAM01_v200789;TGAM01_v202871,0.776750933
GO:0003676,nucleic acid binding,MF,37,214,37/1038,214/6466,0.172897196,0.336157285,TGAM01_v200020;TGAM01_v200246;TGAM01_v200606;TGAM01_v200729;TGAM01_v200787;TGAM01_v201677;TGAM01_v201735;TGAM01_v201736;TGAM01_v201857;TGAM01_v202409;TGAM01_v202515;TGAM01_v202800;TGAM01_v202801;TGAM01_v202873;TGAM01_v203086;TGAM01_v203727;TGAM01_v204459;TGAM01_v205582;TGAM01_v206412;TGAM01_v206475;TGAM01_v206998;TGAM01_v207302;TGAM01_v207603;TGAM01_v207608;TGAM01_v208055;TGAM01_v208389;TGAM01_v208431;TGAM01_v208628;TGAM01_v208751;TGAM01_v208865;TGAM01_v209304;TGAM01_v209390;TGAM01_v209557;TGAM01_v209790;TGAM01_v210118;TGAM01_v210883;TGAM01_v210954,0.576782693
GO:0019205,nucleobase-containing compound kinase activity,MF,1,5,1/1038,5/6466,0.2,0.583234091,TGAM01_v202837,0.709601478
GO:0006139,nucleobase-containing compound metabolic process,BP,4,12,4/1038,12/6466,0.333333333,0.112247596,TGAM01_v200246;TGAM01_v202837;TGAM01_v209557;TGAM01_v210118,0.449154031
GO:0006913,nucleocytoplasmic transport,BP,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v208886,0.647903765
GO:0005655,nucleolar ribonuclease P complex,CC,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v210954,0.647903765
GO:0005730,nucleolus,CC,1,8,1/1038,8/6466,0.125,0.75358158,TGAM01_v207751,0.81773785
GO:0009116,nucleoside metabolic process,BP,5,71,5/1038,71/6466,0.070422535,0.992976333,TGAM01_v200137;TGAM01_v205491;TGAM01_v205778;TGAM01_v207474;TGAM01_v207983,0.994214458
GO:0009143,nucleoside triphosphate catabolic process,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200738,0.449154031
GO:0047429,nucleoside triphosphate diphosphatase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200738,0.449154031
GO:0000786,nucleosome,CC,1,7,1/1038,7/6466,0.142857143,0.706397976,TGAM01_v208199,0.786737274
GO:0000166,nucleotide binding,MF,15,85,15/1038,85/6466,0.176470588,0.38792459,TGAM01_v200606;TGAM01_v201735;TGAM01_v202417;TGAM01_v203089;TGAM01_v204320;TGAM01_v204393;TGAM01_v205329;TGAM01_v205700;TGAM01_v205750;TGAM01_v206176;TGAM01_v207172;TGAM01_v207906;TGAM01_v208806;TGAM01_v208947;TGAM01_v210433,0.588877171
GO:0009165,nucleotide biosynthetic process,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v205491,0.588877171
GO:0009166,nucleotide catabolic process,BP,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v203342,0.647903765
GO:0031588,nucleotide-activated protein kinase complex,CC,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200680,0.449154031
GO:0006289,nucleotide-excision repair,BP,3,15,3/1038,15/6466,0.2,0.441591349,TGAM01_v202843;TGAM01_v208245;TGAM01_v209557,0.623152743
GO:0016779,nucleotidyltransferase activity,MF,1,14,1/1038,14/6466,0.071428571,0.913922957,TGAM01_v206716,0.936071601
GO:0005634,nucleus,CC,26,112,26/1038,112/6466,0.232142857,0.029558605,TGAM01_v200243;TGAM01_v200498;TGAM01_v200501;TGAM01_v200850;TGAM01_v200977;TGAM01_v202873;TGAM01_v203014;TGAM01_v203518;TGAM01_v203620;TGAM01_v204839;TGAM01_v205046;TGAM01_v206446;TGAM01_v206650;TGAM01_v207552;TGAM01_v207573;TGAM01_v208181;TGAM01_v208186;TGAM01_v208627;TGAM01_v209557;TGAM01_v209672;TGAM01_v210004;TGAM01_v210031;TGAM01_v210118;TGAM01_v210150;TGAM01_v210410;TGAM01_v210584,0.449154031
GO:0008374,O-acyltransferase activity,MF,1,6,1/1038,6/6466,0.166666667,0.650190137,TGAM01_v200288,0.747127675
GO:0035673,oligopeptide transmembrane transporter activity,MF,4,13,4/1038,13/6466,0.307692308,0.142485647,TGAM01_v201870;TGAM01_v205512;TGAM01_v209189;TGAM01_v210115,0.449154031
GO:0006857,oligopeptide transport,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v207681,0.588877171
GO:0008250,oligosaccharyltransferase complex,CC,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v210169,0.528145699
GO:0005034,osmosensor activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v204909,0.528145699
GO:0016491,oxidoreductase activity,MF,82,589,82/1038,589/6466,0.139219015,0.939785535,TGAM01_v200016;TGAM01_v200336;TGAM01_v200369;TGAM01_v200852;TGAM01_v200971;TGAM01_v200986;TGAM01_v201288;TGAM01_v201456;TGAM01_v201902;TGAM01_v201927;TGAM01_v201938;TGAM01_v201939;TGAM01_v202032;TGAM01_v202121;TGAM01_v202300;TGAM01_v202301;TGAM01_v202302;TGAM01_v202601;TGAM01_v202972;TGAM01_v203207;TGAM01_v203261;TGAM01_v203807;TGAM01_v203920;TGAM01_v203921;TGAM01_v203978;TGAM01_v204021;TGAM01_v204046;TGAM01_v204109;TGAM01_v204276;TGAM01_v204277;TGAM01_v204321;TGAM01_v204580;TGAM01_v204625;TGAM01_v204670;TGAM01_v204841;TGAM01_v204878;TGAM01_v204992;TGAM01_v205169;TGAM01_v205287;TGAM01_v205457;TGAM01_v205722;TGAM01_v206024;TGAM01_v206025;TGAM01_v206029;TGAM01_v206032;TGAM01_v206060;TGAM01_v206276;TGAM01_v206508;TGAM01_v206651;TGAM01_v206725;TGAM01_v206918;TGAM01_v206950;TGAM01_v207018;TGAM01_v207454;TGAM01_v207455;TGAM01_v207546;TGAM01_v207638;TGAM01_v208116;TGAM01_v208340;TGAM01_v208486;TGAM01_v208508;TGAM01_v208510;TGAM01_v208512;TGAM01_v208558;TGAM01_v208570;TGAM01_v208629;TGAM01_v208694;TGAM01_v208862;TGAM01_v208887;TGAM01_v208970;TGAM01_v209021;TGAM01_v209046;TGAM01_v209305;TGAM01_v209441;TGAM01_v209685;TGAM01_v209710;TGAM01_v209712;TGAM01_v209835;TGAM01_v209920;TGAM01_v209960;TGAM01_v210396;TGAM01_v210706,0.952838112
GO:0016671,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor",MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v208701,0.528145699
GO:0016670,"oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor",MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200851,0.449154031
GO:0016651,"oxidoreductase activity, acting on NAD(P)H",MF,1,5,1/1038,5/6466,0.2,0.583234091,TGAM01_v207605,0.709601478
GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF,12,79,12/1038,79/6466,0.151898734,0.630780842,TGAM01_v200186;TGAM01_v200286;TGAM01_v202425;TGAM01_v202640;TGAM01_v203992;TGAM01_v205457;TGAM01_v206454;TGAM01_v206456;TGAM01_v206837;TGAM01_v207287;TGAM01_v209046;TGAM01_v210376,0.747127675
GO:0016717,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water",MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v208721,0.588877171
GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",MF,2,9,2/1038,9/6466,0.222222222,0.436725192,TGAM01_v200778;TGAM01_v206504,0.622895789
GO:0016624,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",MF,2,3,2/1038,3/6466,0.666666667,0.068995127,TGAM01_v206279;TGAM01_v210013,0.449154031
GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",MF,2,29,2/1038,29/6466,0.068965517,0.959379291,TGAM01_v207335;TGAM01_v210636,0.9681672
GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",MF,2,18,2/1038,18/6466,0.111111111,0.809999457,TGAM01_v200788;TGAM01_v202054,0.859220032
GO:0016638,"oxidoreductase activity, acting on the CH-NH2 group of donors",MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v208340,0.528145699
GO:0016639,"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor",MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v208340,0.528145699
GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",MF,4,39,4/1038,39/6466,0.102564103,0.892612408,TGAM01_v207018;TGAM01_v207487;TGAM01_v209441;TGAM01_v209535,0.921295326
GO:0016899,"oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor",MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v204841,0.449154031
GO:0004591,oxoglutarate dehydrogenase (succinyl-transferring) activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v210013,0.449154031
GO:0019825,oxygen binding,MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v206725,0.588877171
GO:0016409,palmitoyltransferase activity,MF,1,6,1/1038,6/6466,0.166666667,0.650190137,TGAM01_v204343,0.747127675
GO:0001405,"PAM complex, Tim23 associated import motor",CC,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v204127,0.449154031
GO:0004594,pantothenate kinase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v201878,0.449154031
GO:0006098,pentose-phosphate shunt,BP,2,5,2/1038,5/6466,0.4,0.184448128,TGAM01_v206388;TGAM01_v207169,0.468708376
GO:0009052,"pentose-phosphate shunt, non-oxidative branch",BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v203067,0.449154031
GO:0008612,peptidyl-hypusine biosynthetic process,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v208752,0.528145699
GO:0003755,peptidyl-prolyl cis-trans isomerase activity,MF,5,15,5/1038,15/6466,0.333333333,0.078474988,TGAM01_v200730;TGAM01_v201319;TGAM01_v203203;TGAM01_v208289;TGAM01_v209931,0.449154031
GO:0005778,peroxisomal membrane,CC,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v210153,0.588877171
GO:0005777,peroxisome,CC,2,3,2/1038,3/6466,0.666666667,0.068995127,TGAM01_v210153;TGAM01_v210578,0.449154031
GO:0007031,peroxisome organization,BP,2,2,2/1038,2/6466,1,0.025749683,TGAM01_v203071;TGAM01_v210153,0.449154031
GO:0004826,phenylalanine-tRNA ligase activity,MF,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v205700,0.647903765
GO:0006432,phenylalanyl-tRNA aminoacylation,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v205700,0.588877171
GO:0000750,pheromone-dependent signal transduction involved in conjugation with cellular fusion,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v210649,0.449154031
GO:0016791,phosphatase activity,MF,7,34,7/1038,34/6466,0.205882353,0.298891362,TGAM01_v200113;TGAM01_v200419;TGAM01_v200896;TGAM01_v201571;TGAM01_v205448;TGAM01_v205471;TGAM01_v209516,0.53335503
GO:0006817,phosphate ion transport,BP,3,3,3/1038,3/6466,1,0.00412696,TGAM01_v200754;TGAM01_v206059;TGAM01_v208896,0.449154031
GO:0005315,phosphate transmembrane transporter activity,MF,4,6,4/1038,6/6466,0.666666667,0.007544539,TGAM01_v200754;TGAM01_v206059;TGAM01_v208896;TGAM01_v209519,0.449154031
GO:0004608,phosphatidylethanolamine N-methyltransferase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v201676,0.449154031
GO:0035091,phosphatidylinositol binding,MF,6,17,6/1038,17/6466,0.352941176,0.042689729,TGAM01_v202312;TGAM01_v202834;TGAM01_v203079;TGAM01_v203392;TGAM01_v208584;TGAM01_v209243,0.449154031
GO:0046854,phosphatidylinositol phosphate biosynthetic process,BP,2,5,2/1038,5/6466,0.4,0.184448128,TGAM01_v205098;TGAM01_v205450,0.468708376
GO:0032266,phosphatidylinositol-3-phosphate binding,MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v202312,0.588877171
GO:0004435,"phosphatidylinositol-4,5-bisphosphate phospholipase C activity",MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v209965,0.588877171
GO:0048015,phosphatidylinositol-mediated signaling,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v205098,0.588877171
GO:0004612,phosphoenolpyruvate carboxykinase (ATP) activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200984,0.449154031
GO:0004611,phosphoenolpyruvate carboxykinase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200984,0.449154031
GO:0008654,phospholipid biosynthetic process,BP,2,11,2/1038,11/6466,0.181818182,0.547375379,TGAM01_v202909;TGAM01_v209556,0.695478528
GO:0009395,phospholipid catabolic process,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v206175,0.588877171
GO:0006644,phospholipid metabolic process,BP,2,7,2/1038,7/6466,0.285714286,0.312943106,TGAM01_v201676;TGAM01_v206476,0.542750138
GO:0015914,phospholipid transport,BP,3,5,3/1038,5/6466,0.6,0.0319906,TGAM01_v202417;TGAM01_v204320;TGAM01_v207172,0.449154031
GO:0031177,phosphopantetheine binding,MF,5,27,5/1038,27/6466,0.185185185,0.441702286,TGAM01_v203991;TGAM01_v204625;TGAM01_v204668;TGAM01_v204898;TGAM01_v208789,0.623152743
GO:0004721,phosphoprotein phosphatase activity,MF,1,8,1/1038,8/6466,0.125,0.75358158,TGAM01_v205471,0.81773785
GO:0000155,phosphorelay sensor kinase activity,MF,1,11,1/1038,11/6466,0.090909091,0.854340687,TGAM01_v200461,0.891315511
GO:0000160,phosphorelay signal transduction system,BP,2,15,2/1038,15/6466,0.133333333,0.720049495,TGAM01_v200461;TGAM01_v202258,0.798618431
